,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
2065,2065,2065,2065,2065,2,2,4,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.2,0.2,-1.0,7,1,-1,0,-1,1,1,1,2,1,40,2,0.3741657387,0.7558586601,0.3814446225,3.1622776602,0.2,0.7,0.3,3,2,9,2,9,4,10,7,1,4,8,0,1,1,0,0,0,0
2066,2066,2066,2066,2066,1,1,5,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.4,0.7433034373999999,11,1,-1,0,-1,1,0,1,2,1,31,3,0.4242640687,0.8662043162,0.40348482,3.1622776602,0.0,0.4,0.2,2,3,9,5,8,2,11,5,2,4,8,0,1,1,1,1,0,0
2067,2067,2067,2067,2067,6,1,6,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.6,0.4,1.528070679,6,0,-1,9,1,15,1,1,0,1,41,2,0.5477225575,1.3203821761,0.5329165038,2.6457513111,0.6,0.0,0.9,2,2,6,4,7,2,9,5,0,3,7,0,0,1,0,0,0,0
2068,2068,2068,2068,2068,4,1,10,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.3,0.3,-1.0,6,1,-1,0,1,0,1,1,0,1,43,3,0.4,0.6911183893999999,0.3663331817,3.0,0.3,0.0,0.2,2,2,7,2,6,1,12,6,1,1,6,0,1,1,0,1,0,0
2069,2069,2069,2069,2069,0,1,10,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.9,0.1,0.5220153254,7,1,0,2,1,11,1,1,2,1,94,0,0.3741657387,0.7717908765000001,0.3304542328,3.4641016151,0.2,0.1,0.2,2,1,9,4,11,0,10,6,3,7,9,0,1,0,0,1,0,0
2070,2070,2070,2070,2070,6,1,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.4,0.0,0.7984359711,4,1,-1,0,1,11,1,1,0,1,7,3,0.3741657387,0.763771633,0.4129164564,3.0,0.6,0.5,0.7,3,1,9,1,9,1,6,2,0,4,2,0,1,1,0,0,0,0
2071,2071,2071,2071,2071,2,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0.0,0.5379358698,4,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.6683673212,0.3615245497,3.0,0.4,0.2,0.0,4,3,7,3,7,2,9,6,0,4,5,0,1,1,0,0,0,0
2072,2072,2072,2072,2072,7,1,4,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.9,0.4,0.8329165623999999,6,1,-1,0,1,10,1,1,0,1,89,2,0.3872983346,1.0610165872,0.4086563347999999,3.6055512755,0.7,0.1,0.1,5,1,10,8,10,4,6,6,0,2,6,0,0,1,0,0,0,0
2073,2073,2073,2073,2073,2,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.6,0.2,0.631961233,7,1,1,0,0,11,1,1,0,1,103,3,0.316227766,0.7146352303,0.2887905816,3.4641016151,0.8,0.3,0.0,3,2,8,1,10,3,6,4,0,3,6,1,0,0,1,0,0,0
2074,2074,2074,2074,2074,0,2,6,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0.2,0.2,-1.0,7,1,-1,0,-1,0,1,0,0,1,87,1,0.316227766,0.7540524128,0.3615245497,3.6055512755,0.7,0.2,0.0,2,1,8,1,8,4,10,4,3,2,10,0,1,0,0,0,1,0
2075,2075,2075,2075,2075,0,1,6,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.4,0.0,0.6339361167,11,1,-1,0,-1,0,1,0,2,1,22,3,0.316227766,0.8707600934999999,0.374566416,3.7416573868,0.3,0.5,0.6,2,1,10,4,10,1,10,3,3,4,12,0,1,0,1,0,0,0
2076,2076,2076,2076,2076,3,4,8,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.8,0.6,0.8888194417,6,1,-1,0,0,7,1,1,0,1,104,2,0.4,0.9157145067,0.4154515615999999,3.4641016151,0.6,0.1,0.6,3,3,8,3,8,2,6,10,0,7,8,1,1,1,0,0,0,0
2077,2077,2077,2077,2077,0,2,2,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.2,0.2,-1.0,7,1,0,0,1,0,1,1,2,1,32,3,0.316227766,0.6316710097,0.2944486373,3.0,0.2,0.9,0.6,1,1,4,3,9,3,9,5,2,6,10,0,1,1,1,0,0,0
2078,2078,2078,2078,2078,0,1,3,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.6,1.0923026137,7,1,-1,8,-1,14,1,1,2,1,104,2,0.5,0.6980492298000001,0.5128352561999999,0.0,0.2,0.1,0.6,1,3,9,3,11,5,6,7,1,1,13,0,1,0,0,0,0,0
2079,2079,2079,2079,2079,1,1,4,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.4,0.0,0.6072478901,11,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7074719279999999,0.3598610843,3.4641016151,0.9,0.8,0.8,5,0,8,2,9,4,12,7,2,2,11,0,0,1,0,0,0,0
2080,2080,2080,2080,2080,5,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.6,1.0440306509,11,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.6590909091,0.3924283374,2.6457513111,0.2,0.9,0.8,1,2,6,3,9,4,3,6,1,2,5,0,0,0,0,1,0,0
2081,2081,2081,2081,2081,0,2,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0.2,0.2,-1.0,8,1,-1,0,0,0,1,1,0,1,43,3,0.3998749805,0.5867511052000001,0.3807886553,2.0,0.9,0.0,0.7,3,1,6,2,9,1,11,3,1,2,7,0,1,0,1,0,0,0
2082,2082,2082,2082,2082,1,3,7,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.9,1.5921683328,11,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7724076879,0.3598610843,3.6055512755,0.7,0.2,0.7,1,4,5,5,10,1,7,5,3,3,6,0,0,1,0,0,0,0
2083,2083,2083,2083,2083,1,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.2,0.2,-1.0,6,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.6745828218000001,0.3615245497,3.1622776602,0.1,0.5,0.4,3,1,9,1,12,1,7,7,3,3,8,0,1,0,0,0,0,0
2084,2084,2084,2084,2084,2,2,2,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,1.6,1.5134810868000002,11,1,-1,0,-1,4,1,1,2,1,48,1,0.316227766,0.6308200093999999,0.3748332963,3.3166247904,0.3,0.3,0.8,4,1,5,3,10,2,5,4,1,5,7,0,0,0,0,0,0,0
2085,2085,2085,2085,2085,5,1,9,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.5,0.9978101022,11,1,-1,0,-1,6,1,1,2,1,26,1,0.3741657387,0.6423500886,0.3907684736999999,2.8284271247,0.1,0.9,0.3,4,1,7,2,10,4,15,11,0,3,6,0,1,1,0,1,0,0
2086,2086,2086,2086,2086,1,1,10,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.8,0.9350802105,11,1,-1,0,-1,6,1,1,2,1,104,3,0.4,0.7455376894,0.4024922359,3.1622776602,0.2,0.4,0.7,5,1,6,3,6,4,5,7,1,3,5,0,1,0,0,0,1,0
2087,2087,2087,2087,2087,0,1,9,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.6,0.6,1.2532457859,10,1,-1,0,0,1,1,0,0,1,10,2,0.316227766,0.8294676178,0.3814446225,3.7416573868,0.0,0.8,0.5,4,1,8,6,10,4,9,8,1,1,8,0,0,1,0,0,0,0
2088,2088,2088,2088,2088,4,1,7,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.9199184746,11,1,-1,0,-1,11,0,1,2,1,44,3,0.4472135954999999,0.8006454008,0.4062019202,3.3166247904,0.6,0.1,0.8,4,3,9,5,9,3,13,4,2,6,5,1,1,0,1,1,0,0
2089,2089,2089,2089,2089,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0.3,0.3,-1.0,6,1,-1,0,1,0,1,1,0,1,43,3,0.4,0.6761583266,0.3807886553,2.8284271247,0.0,0.1,0.1,3,2,10,2,9,3,8,4,0,5,5,0,1,0,0,0,0,0
2090,2090,2090,2090,2090,0,4,6,0,6,0,1,0,0,0,0,0,0,0,7,0,0,1,0.8,0.6,0.8580501151000001,4,0,-1,1,1,9,1,1,0,1,61,3,0.4472135954999999,0.9484437013,0.5204805472,3.1622776602,0.8,0.9,0.6,1,2,6,3,8,0,8,5,0,4,7,0,0,1,0,0,0,1
2091,2091,2091,2091,2091,7,1,11,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1.5,1.4424371737,11,1,0,0,1,1,1,1,2,1,85,3,0.3741657387,0.6769675945,0.3435112807,2.4494897428,0.9,0.5,0.3,3,2,8,1,8,1,14,7,3,3,7,0,0,1,0,0,0,0
2092,2092,2092,2092,2092,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.2,0.3,-1.0,7,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.6720666289,0.3666060556,3.0,0.7,0.6,0.0,1,0,6,4,10,0,7,4,2,3,12,0,0,0,1,1,0,0
2093,2093,2093,2093,2093,5,1,4,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.7,0.2,0.522613624,7,1,-1,0,-1,14,1,1,2,1,82,3,0.3160696126,0.498219972,0.3774917218,1.7320508076,0.9,0.8,0.1,1,4,9,3,12,3,10,2,1,5,7,0,1,0,1,0,0,0
2094,2094,2094,2094,2094,3,1,1,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.4,0.0,0.9327379053,7,0,-1,0,-1,10,1,0,2,1,89,2,0.3872983346,1.1009575096,0.4086563347999999,3.6055512755,0.0,0.2,0.4,2,3,6,4,7,1,14,9,1,3,3,0,1,1,1,0,0,0
2095,2095,2095,2095,2095,0,2,6,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,0.3,0.8814051281999999,7,1,-1,0,-1,1,1,1,2,1,91,3,0.4242640687,0.8171710929000001,0.4347413024,2.6457513111,0.5,0.6,0.1,2,0,8,4,8,2,7,10,2,0,4,0,1,0,0,0,0,0
2096,2096,2096,2096,2096,3,1,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.2,0.0,-1.0,11,1,-1,1,-1,3,1,0,2,1,102,2,0.4,0.9642365198,-1.0,3.6055512755,0.4,0.9,0.8,2,2,9,3,9,2,11,4,1,2,7,0,1,0,1,1,0,0
2097,2097,2097,2097,2097,2,1,6,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.3,0.0,0.6619101146999999,7,1,1,0,1,0,1,1,2,1,43,3,0.4,0.6617188986,0.3003331483999999,2.8284271247,0.0,0.4,0.1,3,2,7,3,6,5,7,9,2,2,16,0,1,1,0,1,0,0
2098,2098,2098,2098,2098,0,1,3,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0.8,0.5,0.7254309064,11,0,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.7498484695000001,0.3807886553,2.6457513111,0.2,0.9,0.3,2,3,8,1,9,1,10,5,2,4,8,0,1,1,1,1,0,0
2099,2099,2099,2099,2099,0,1,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,0.3,0.6955213872,11,1,1,0,1,11,1,0,2,1,47,2,0.3741657387,0.9292759111,0.3284813541,3.7416573868,0.5,0.7,0.6,2,2,10,2,8,4,8,6,0,8,12,0,1,0,0,0,0,0
2100,2100,2100,2100,2100,1,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.3,0.5578978401,8,1,-1,0,0,11,1,1,0,1,17,2,0.3741657387,0.87975391,0.3903844259,3.4641016151,0.9,0.0,0.2,1,3,9,1,9,1,9,6,1,1,8,0,1,1,1,0,0,0
2101,2101,2101,2101,2101,5,1,6,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,0.2,0.6437196595,11,1,1,0,0,1,1,1,2,1,80,3,0.316227766,0.7382565456999999,-1.0,3.4641016151,0.8,0.6,0.6,1,5,8,2,9,3,5,4,2,2,7,0,1,0,1,0,0,0
2102,2102,2102,2102,2102,1,1,8,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.8,0.6,0.9410765112,7,1,-1,0,-1,11,1,1,0,1,103,3,0.316227766,0.5822796465,0.3583294573,2.6457513111,0.2,0.6,0.0,3,1,10,1,8,0,10,9,1,0,12,0,1,1,0,0,0,0
2103,2103,2103,2103,2103,5,1,6,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.7,0.2,0.611350963,6,1,-1,0,0,11,1,0,0,1,3,2,0.4242640687,1.1954199788,0.4349712634,3.6055512755,0.6,0.7,0.9,3,1,7,3,11,2,8,6,4,4,8,0,1,1,0,0,1,0
2104,2104,2104,2104,2104,5,4,9,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.0,1.5341935993,11,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.7777643315,0.3708099244,3.4641016151,0.4,0.6,0.0,1,3,8,5,7,5,10,3,0,1,3,0,1,0,0,1,0,0
2105,2105,2105,2105,2105,3,2,2,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,0.5,0.7245688373,11,0,-1,0,-1,0,1,1,2,1,88,3,0.4,0.8579357313,0.3974921382999999,3.3166247904,0.1,0.5,0.8,3,3,6,5,7,4,6,5,2,6,2,0,1,0,1,0,0,0
2106,2106,2106,2106,2106,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6,0.3,0.9974968672,0,1,-1,6,0,14,1,1,0,1,104,0,0.4795831523,0.9983664343,0.4604345773,3.4641016151,0.0,0.2,0.8,3,2,9,2,10,3,7,5,1,4,6,0,1,0,1,0,0,0
2107,2107,2107,2107,2107,0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.1,0.1,-1.0,11,0,0,0,0,11,1,0,2,1,3,2,0.4242640687,1.1950742568,0.3789459064,3.6055512755,0.2,0.9,0.0,2,2,10,0,12,1,6,5,0,3,5,0,0,1,1,0,0,0
2108,2108,2108,2108,2108,3,2,2,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.5,0.8370334520999999,11,1,0,0,0,14,1,1,2,1,82,3,0.3160696126,0.601083732,-1.0,2.2360679775,0.9,0.1,0.2,1,4,5,2,8,2,11,6,3,4,10,1,0,1,0,0,0,0
2109,2109,2109,2109,2109,5,1,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.8,0.9,1.2090802289,11,1,1,0,1,11,1,1,2,1,7,3,0.4242640687,0.6950830856,0.3542597917,2.6457513111,0.0,0.3,0.5,1,2,10,0,6,3,12,3,2,5,7,0,1,0,1,1,0,0
2110,2110,2110,2110,2110,4,1,5,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,1.4,1.369078157,7,1,-1,0,-1,6,1,1,2,1,104,3,0.3741657387,0.7229988055,0.393192065,3.1622776602,0.4,0.0,0.6,3,4,8,1,7,5,12,4,2,2,8,1,0,1,0,0,0,0
2111,2111,2111,2111,2111,2,3,8,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.2,0.2,-1.0,11,1,-1,2,-1,0,1,0,2,1,100,0,0.4,1.0049875621,0.423083916,3.7416573868,0.4,0.3,0.6,2,0,10,3,7,3,4,1,1,1,4,0,1,1,0,0,0,0
2112,2112,2112,2112,2112,2,2,1,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.3,1.3777245733,11,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.7550108094,0.3667424164,3.4641016151,0.2,0.1,0.1,4,5,7,4,7,3,6,4,0,2,9,0,1,1,1,0,0,0
2113,2113,2113,2113,2113,0,2,2,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.9,1.3045593126,11,1,-1,0,-1,10,1,1,2,1,28,3,0.3872983346,0.7218261964,0.3781534079999999,2.6457513111,0.4,0.0,0.6,2,2,8,2,8,2,8,5,3,1,5,0,0,1,0,1,0,0
2114,2114,2114,2114,2114,1,4,5,1,6,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.3,-1.0,7,1,-1,0,-1,0,1,1,0,1,37,2,0.316227766,0.7263772897,0.3754996671,3.3166247904,0.2,0.3,0.3,2,4,7,6,7,2,6,4,2,3,9,0,1,0,0,0,0,0
2115,2115,2115,2115,2115,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9,0.2,0.5528336097,6,1,-1,0,1,0,1,1,0,1,32,1,0.316227766,0.6619686392,0.36,3.3166247904,0.0,0.1,0.4,2,2,9,2,11,3,6,4,1,1,5,0,1,1,0,1,0,0
2116,2116,2116,2116,2116,7,4,8,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.6,0.7,1.0084022015,0,1,-1,0,0,0,1,1,0,1,98,3,0.4,0.7417173505,0.3974921382999999,2.8284271247,0.5,0.3,0.2,2,1,7,2,8,1,14,4,1,3,8,0,1,0,0,0,0,0
2117,2117,2117,2117,2117,0,1,3,0,0,1,0,0,0,0,0,1,0,1,5,0,0,1,0.4,0.0,0.8724964183,7,1,1,0,0,1,1,1,2,1,31,3,0.3605551275,0.6361200833,0.2,2.2360679775,0.3,0.0,0.3,1,0,9,2,8,3,13,4,2,2,11,0,0,1,0,0,0,0
2118,2118,2118,2118,2118,1,2,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.8,0.3,0.7933315826,6,1,-1,0,0,11,1,1,0,1,19,3,0.316227766,0.5879471219,0.3840572874,2.2360679775,0.4,0.8,0.5,5,2,10,4,7,3,11,5,2,2,7,0,0,0,0,1,0,0
2119,2119,2119,2119,2119,1,3,6,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.1,0.3,-1.0,5,1,-1,8,-1,3,0,1,0,1,104,2,0.5,1.2655805841,0.474341649,3.4641016151,0.5,0.1,0.6,4,1,7,2,8,1,10,7,0,1,6,0,1,1,0,0,0,0
2120,2120,2120,2120,2120,2,3,6,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.9,0.9,1.4137715516,11,1,1,1,0,12,1,1,2,1,104,2,0.3741657387,0.7613602442,0.331662479,3.4641016151,0.2,0.7,0.8,2,2,8,4,10,2,4,8,2,6,8,0,1,0,0,0,0,0
2121,2121,2121,2121,2121,1,1,2,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.8,0.0,0.5606915373,9,1,1,0,0,1,1,1,2,1,40,2,0.3741657387,0.78423253,0.3248076354,3.4641016151,0.7,0.7,0.2,1,3,9,3,10,4,11,4,1,1,4,0,0,0,0,0,1,0
2122,2122,2122,2122,2122,4,1,8,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.4,0.0,0.6274950199,4,1,-1,0,0,1,0,1,0,1,51,2,0.3741657387,0.8568151676000001,0.4017461885,3.6055512755,0.4,0.5,0.9,1,2,8,3,12,2,8,6,0,4,10,0,0,1,0,0,0,0
2123,2123,2123,2123,2123,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.1,0.1,-1.0,6,1,-1,0,0,0,1,1,0,1,104,3,0.4,0.6634962492,0.3848376281,2.4494897428,0.3,0.5,0.6,1,4,8,4,10,3,7,6,0,5,12,0,1,1,0,1,0,0
2124,2124,2124,2124,2124,0,2,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0.2,-1.0,11,1,-1,0,-1,14,1,0,2,1,8,3,0.3872983346,0.9340660249,-1.0,3.7416573868,0.7,0.9,0.3,2,1,5,3,12,1,7,6,2,1,8,0,1,0,0,1,0,0
2125,2125,2125,2125,2125,4,1,5,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.2,0.4802343178,7,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.6853996843000001,0.3887158345,2.8284271247,0.9,0.0,0.9,2,0,6,5,11,2,7,8,1,2,9,0,1,1,0,0,0,0
2126,2126,2126,2126,2126,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.3,0.3,-1.0,9,1,0,0,0,11,1,1,0,1,44,3,0.4472135954999999,0.7344672551000001,0.3391164992,3.0,0.3,0.7,0.6,3,3,6,5,8,3,9,4,1,4,8,0,1,0,1,0,0,0
2127,2127,2127,2127,2127,2,2,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.8355387484000001,2,1,-1,0,1,14,1,1,0,1,60,1,0.316227766,0.6148976936,0.3472751071,3.0,0.4,0.4,0.0,2,1,9,3,11,4,11,8,2,1,10,1,1,1,0,1,0,0
2128,2128,2128,2128,2128,1,1,8,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.5,1.2303454799,10,1,-1,0,1,4,1,1,0,1,104,3,0.4,0.8942539251,0.4236744033,3.3166247904,0.1,0.6,0.3,2,3,9,6,8,3,9,2,2,5,6,0,0,0,0,0,0,0
2129,2129,2129,2129,2129,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.3,0.701338007,7,1,-1,0,-1,0,1,1,3,1,43,3,0.4,0.5896139653,0.416533312,1.7320508076,0.6,0.4,0.7,3,3,9,0,8,4,7,7,0,5,6,1,1,0,0,1,0,0
2130,2130,2130,2130,2130,2,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0.1,0.3,-1.0,4,1,-1,0,1,6,1,0,0,1,33,2,0.3872983346,0.9687855565,-1.0,3.7416573868,0.8,0.2,0.2,0,1,7,3,11,0,12,6,1,3,8,1,1,1,0,0,1,0
2131,2131,2131,2131,2131,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0.9,0.3,0.6359048671,10,1,-1,0,-1,9,1,0,2,1,21,3,0.316227766,0.8417808749,0.3768288736,3.6055512755,0.6,0.8,0.9,3,3,8,4,10,2,5,6,1,3,10,0,1,1,1,0,0,0
2132,2132,2132,2132,2132,5,3,9,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,0.7,1.2366790206,11,1,1,0,1,0,1,1,2,1,32,3,0.316227766,0.5935430804999999,0.2944486373,2.6457513111,0.3,0.5,0.9,2,2,10,3,10,2,7,4,1,4,9,1,1,1,1,0,0,0
2133,2133,2133,2133,2133,1,1,7,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.9,0.4,0.6910137481,11,1,-1,2,-1,4,0,1,2,1,104,2,0.4,0.7171165863,0.5291502621999999,3.1622776602,0.1,0.4,0.7,0,3,7,1,9,0,10,2,0,6,2,0,0,1,0,0,0,0
2134,2134,2134,2134,2134,5,1,5,1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.5,0.4,0.7786205751,7,1,1,0,1,9,1,0,2,1,104,2,0.4,0.9760563254,0.3173326331,3.7416573868,0.8,0.0,0.6,1,2,8,5,11,2,13,2,1,3,14,0,1,1,0,1,0,0
2135,2135,2135,2135,2135,0,1,4,1,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0.7,0.2,0.5947688627000001,7,1,0,0,0,11,1,1,2,1,103,3,0.316227766,0.5710111374,0.2887905816,2.4494897428,0.0,0.5,0.6,3,2,7,4,9,4,13,9,2,5,8,0,1,1,0,0,0,0
2136,2136,2136,2136,2136,0,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.0,0.5804093383,11,1,1,0,0,1,1,0,2,1,51,2,0.3741657387,0.9232723424,0.3307567082,3.6055512755,0.8,0.9,0.4,1,1,8,3,12,3,11,5,0,2,9,0,1,0,0,0,0,0
2137,2137,2137,2137,2137,3,1,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,1.1,1.1241663578,11,1,-1,0,-1,6,1,1,2,1,104,3,0.3741657387,0.6121193369,0.393192065,2.6457513111,0.2,0.6,0.9,1,5,9,3,9,1,11,5,2,6,10,0,1,1,0,1,0,0
2138,2138,2138,2138,2138,1,1,2,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.9,1.3,1.7014699527,11,0,0,1,0,5,-1,1,2,1,104,2,0.5477225575,1.8383989621,0.3998749805,3.3166247904,0.4,0.8,0.9,2,0,9,5,11,5,9,9,2,4,9,0,0,1,0,1,0,0
2139,2139,2139,2139,2139,1,2,1,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.2,0.6412877669,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.645550569,0.3583294573,3.1622776602,0.5,0.4,0.6,2,3,8,3,10,1,15,3,1,2,8,1,1,1,0,1,0,1
2140,2140,2140,2140,2140,1,2,1,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.6,0.9721111048,7,1,0,0,0,11,1,1,2,1,103,1,0.316227766,0.5786847440999999,0.2887905816,2.6457513111,0.9,0.1,0.2,4,0,9,3,9,5,10,8,1,0,6,0,1,1,1,1,1,0
2141,2141,2141,2141,2141,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.595294045,11,1,0,2,1,1,1,1,2,1,90,0,0.3741657387,0.6293936475999999,0.3210918872,2.6457513111,0.8,0.8,0.1,3,1,8,5,10,3,11,12,2,0,7,0,1,0,0,0,0,0
2142,2142,2142,2142,2142,2,1,4,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,1.0,1.3259430606,11,0,1,9,1,9,1,1,2,1,104,3,0.4898979486,1.333221414,0.4144876354999999,3.4641016151,0.8,0.1,0.6,1,2,7,3,11,5,9,2,0,3,1,0,0,1,0,0,1,0
2143,2143,2143,2143,2143,3,2,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0.3,0.0,0.675,6,1,-1,0,-1,1,1,1,2,1,64,3,0.3160696126,0.5435782122,0.3640054945,1.7320508076,0.6,0.0,0.4,2,4,9,4,8,4,6,4,0,1,8,0,1,0,0,0,0,0
2144,2144,2144,2144,2144,1,1,7,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.1,0.2,-1.0,6,0,-1,0,1,1,1,1,0,1,104,3,0.4242640687,0.7819106711,0.4129164564,3.0,0.9,0.8,0.4,3,1,9,3,9,3,14,8,1,4,11,0,0,1,0,0,0,0
