,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,PM_US Post
1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,74.5,67.5,55.0,-21.0,17.0,1030.0,1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,79.0
1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,88.5,105.5,91.0,-19.0,19.0,1028.0,2.0,4.02,0.0,0.0,0.0,0.0,1.0,0.0,99.0
1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,89.0,119.0,104.0,-16.0,23.0,1027.0,3.0,8.04,0.0,0.0,0.0,0.0,1.0,0.0,118.0
1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,78.5,72.5,74.0,-15.0,25.0,1027.0,3.0,12.06,0.0,0.0,0.0,0.0,1.0,0.0,140.0
1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,157.5,120.5,148.5,-15.0,29.0,1026.0,1.0,15.19,0.0,0.0,0.0,0.0,1.0,0.0,159.0
1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,130.5,180.5,129.0,-13.0,39.0,1026.0,-1.0,18.32,0.0,0.0,0.0,0.0,1.0,0.0,161.0
1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,152.0,214.0,136.0,-12.0,42.0,1027.0,-1.0,20.11,0.0,0.0,0.0,0.0,1.0,0.0,167.0
1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,166.0,190.5,184.5,-12.0,49.0,1027.0,-3.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0
1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,133.0,192.0,162.0,-12.0,57.0,1026.0,-5.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,192.0
1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,136.0,196.5,172.5,-12.0,62.0,1026.0,-6.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,198.0
1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,156.5,161.5,163.5,-12.0,53.0,1026.0,-4.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,207.0
1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,205.0,225.0,198.5,-13.0,57.0,1025.0,-6.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,237.0
1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,253.5,245.5,255.5,-13.0,53.0,1025.0,-5.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,247.0
1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,218.0,309.5,256.0,-12.0,62.0,1025.0,-6.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,227.0
1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,146.0,175.5,151.0,-12.0,57.0,1025.0,-5.0,7.15,0.0,0.0,0.0,1.0,0.0,0.0,176.0
1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,108.0,142.0,102.5,-12.0,49.0,1024.0,-3.0,11.17,0.0,0.0,0.0,1.0,0.0,0.0,113.0
1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,19.5,57.0,38.5,-8.0,58.0,1024.0,-1.0,19.22,0.0,0.0,0.0,1.0,0.0,0.0,46.0
1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,15.5,15.0,16.5,-15.0,33.0,1025.0,-1.0,28.16,0.0,0.0,0.0,1.0,0.0,0.0,18.0
1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,10.5,43.5,9.5,-15.0,36.0,1026.0,-2.0,35.31,0.0,0.0,0.0,1.0,0.0,0.0,13.0
1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,16.5,12.0,18.5,-19.0,27.0,1027.0,-3.0,42.46,0.0,0.0,0.0,1.0,0.0,0.0,22.0
1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,12.0,52.5,13.5,-22.0,19.0,1028.0,-2.0,54.53,0.0,0.0,0.0,1.0,0.0,0.0,15.0
1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,17.5,17.0,15.5,-22.0,18.0,1029.0,-1.0,63.47,0.0,0.0,0.0,1.0,0.0,0.0,18.0
1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,13.0,12.5,11.0,-23.0,16.0,1028.0,-1.0,74.65,0.0,0.0,0.0,1.0,0.0,0.0,18.0
1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,9.5,5.0,4.0,-25.0,13.0,1028.0,0.0,86.72,0.0,0.0,0.0,1.0,0.0,0.0,12.0
1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,7.5,4.0,4.5,-25.0,12.0,1027.0,1.0,97.9,0.0,0.0,0.0,1.0,0.0,0.0,11.0
1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,16.5,11.0,8.5,-25.0,12.0,1027.0,1.0,107.73,0.0,0.0,0.0,1.0,0.0,0.0,11.0
1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,8.0,9.5,13.0,-26.0,10.0,1026.0,2.0,118.91,0.0,0.0,0.0,1.0,0.0,0.0,12.0
1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,17.5,12.0,13.5,-27.0,10.0,1026.0,1.0,130.09,0.0,0.0,0.0,1.0,0.0,0.0,9.0
1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,3.5,6.5,5.5,-25.0,12.0,1026.0,1.0,139.03,0.0,0.0,0.0,1.0,0.0,0.0,9.0
1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,34.0,23.5,20.0,-22.0,21.0,1026.0,-3.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,27.0
1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,43.5,18.0,31.5,-22.0,19.0,1026.0,-2.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,31.0
1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,40.0,45.0,38.5,-19.0,30.0,1026.0,-4.0,2.68,0.0,0.0,0.0,0.0,1.0,0.0,39.0
1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,11.5,55.0,32.5,-18.0,32.0,1027.0,-4.0,4.47,0.0,0.0,0.0,0.0,1.0,0.0,49.0
1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,40.0,45.5,45.0,-20.0,27.0,1027.0,-4.0,6.26,0.0,0.0,0.0,0.0,1.0,0.0,48.0
1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,26.5,50.0,35.0,-18.0,44.0,1027.0,-8.0,9.39,0.0,0.0,0.0,0.0,1.0,0.0,50.0
1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,77.0,43.5,57.0,-19.0,34.0,1027.0,-6.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,38.0
1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,26.5,34.5,26.5,-19.0,37.0,1027.0,-7.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,36.0
1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,18.5,79.5,46.0,-17.0,52.0,1026.0,-9.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,41.0
1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,94.5,81.0,122.0,-18.0,48.0,1026.0,-9.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,80.0
1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,68.0,67.5,68.0,-16.0,61.0,1025.0,-10.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,70.0
1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,104.0,68.5,127.5,-18.0,48.0,1025.0,-9.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,74.0
1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,76.5,64.0,70.5,-18.0,56.0,1026.0,-11.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,77.0
1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,59.0,105.5,110.5,-18.0,56.0,1026.0,-11.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,87.0
1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,76.0,146.0,136.5,-17.0,48.0,1026.0,-8.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,107.0
1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,31.5,56.5,30.0,-18.0,32.0,1027.0,-4.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,54.0
1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,45.0,87.0,26.5,-17.0,26.0,1026.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,36.0
1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,27.0,24.0,30.0,-21.0,16.0,1026.0,2.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,34.0
1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,18.5,21.5,22.5,-21.0,15.0,1024.0,3.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,19.0
1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,72.0,25.5,83.0,-21.0,13.0,1022.0,5.0,5.81,0.0,0.0,0.0,1.0,0.0,0.0,26.0
1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,25.0,22.0,32.0,-21.0,13.0,1021.0,5.0,11.62,0.0,0.0,0.0,1.0,0.0,0.0,27.0
1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,25.0,22.0,32.0,-21.0,12.0,1021.0,6.0,13.41,0.0,0.0,0.0,1.0,0.0,0.0,27.0
1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,120.0,29.5,133.0,-21.0,14.0,1021.0,4.0,5.81,0.0,0.0,0.0,0.0,1.0,0.0,29.0
1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,33.5,33.5,31.0,-21.0,14.0,1021.0,4.0,9.83,0.0,0.0,0.0,0.0,1.0,0.0,41.0
1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,120.0,40.0,133.0,-21.0,15.0,1021.0,3.0,4.02,0.0,0.0,0.0,0.0,0.0,1.0,47.0
1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,111.0,96.5,107.0,-20.0,17.0,1021.0,2.0,4.92,0.0,0.0,0.0,0.0,1.0,0.0,115.0
1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,34.0,22.0,22.5,-20.0,16.0,1021.0,3.0,8.94,0.0,0.0,0.0,0.0,1.0,0.0,265.0
1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,21.0,18.5,16.5,-20.0,17.0,1021.0,2.0,12.96,0.0,0.0,0.0,0.0,1.0,0.0,236.0
1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,98.0,80.5,92.0,-17.0,28.0,1021.0,-1.0,14.75,0.0,0.0,0.0,0.0,1.0,0.0,296.0
1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,121.5,80.5,103.0,-16.0,35.0,1021.0,-3.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,159.0
1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,105.0,119.0,113.0,-15.0,45.0,1020.0,-5.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,119.0
1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,112.0,109.0,115.5,-15.0,48.0,1020.0,-6.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,115.0
1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,193.0,179.0,149.0,-14.0,57.0,1019.0,-7.0,3.56,0.0,0.0,0.0,0.0,0.0,1.0,168.0
1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,147.5,210.5,155.0,-15.0,57.0,1019.0,-8.0,4.45,0.0,0.0,0.0,0.0,0.0,1.0,177.0
1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,209.5,197.0,181.5,-15.0,57.0,1018.0,-8.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,191.0
1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,186.0,200.5,170.5,-15.0,57.0,1018.0,-8.0,5.79,0.0,0.0,0.0,0.0,0.0,1.0,185.0
1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,145.5,221.5,186.0,-15.0,61.0,1018.0,-9.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,157.0
1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,85.0,167.5,138.0,-15.0,61.0,1018.0,-9.0,3.58,0.0,0.0,0.0,1.0,0.0,0.0,114.0
1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,98.0,130.5,121.5,-13.0,57.0,1018.0,-6.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,117.0
1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,105.5,125.5,96.0,-14.0,39.0,1018.0,-2.0,2.68,0.0,0.0,1.0,0.0,0.0,0.0,112.0
1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,88.5,76.0,104.0,-15.0,29.0,1018.0,1.0,4.47,0.0,0.0,1.0,0.0,0.0,0.0,107.0
1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,26.5,23.5,25.0,-17.0,19.0,1017.0,4.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,96.0
1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,26.5,23.5,25.0,-16.0,17.0,1017.0,7.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,99.0
1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,26.5,23.5,25.0,-16.0,15.0,1016.0,9.0,4.02,0.0,0.0,0.0,0.0,1.0,0.0,82.0
1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,39.0,44.5,45.0,-17.0,13.0,1015.0,10.0,5.81,0.0,0.0,0.0,0.0,1.0,0.0,58.0
1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,43.5,55.0,46.5,-18.0,11.0,1014.0,11.0,8.94,0.0,0.0,0.0,0.0,1.0,0.0,40.0
1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,55.0,54.0,49.5,-18.0,12.0,1014.0,10.0,3.13,0.0,0.0,0.0,0.0,0.0,1.0,45.0
1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,55.0,54.0,49.5,-18.0,12.0,1014.0,9.0,3.13,0.0,0.0,0.0,0.0,1.0,0.0,44.0
1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,52.5,41.5,38.0,-19.0,13.0,1014.0,7.0,6.26,0.0,0.0,0.0,0.0,1.0,0.0,49.0
1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,64.0,67.5,75.5,-18.0,14.0,1014.0,7.0,10.28,0.0,0.0,0.0,0.0,1.0,0.0,65.0
1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,98.0,80.5,92.0,-16.0,26.0,1015.0,1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,101.0
1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,98.0,80.5,92.0,-14.0,36.0,1015.0,-1.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,146.0
1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,87.5,159.0,125.5,-13.0,42.0,1015.0,-2.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,165.0
1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,195.5,168.0,184.0,-13.0,45.0,1015.0,-3.0,3.56,0.0,0.0,0.0,0.0,0.0,1.0,205.0
1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,123.5,208.5,158.0,-12.0,53.0,1015.0,-4.0,4.45,0.0,0.0,0.0,0.0,0.0,1.0,191.0
1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,131.5,123.5,130.5,-14.0,36.0,1015.0,-1.0,5.34,0.0,0.0,0.0,0.0,0.0,1.0,204.0
1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,166.0,210.0,169.0,-14.0,42.0,1015.0,-3.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,190.0
1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,151.0,193.0,164.5,-12.0,57.0,1014.0,-5.0,1.78,0.0,0.0,0.0,1.0,0.0,0.0,174.0
1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,91.5,150.0,126.0,-12.0,62.0,1014.0,-6.0,3.57,0.0,0.0,0.0,1.0,0.0,0.0,144.0
1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,85.5,165.5,129.0,-12.0,62.0,1014.0,-6.0,5.36,0.0,0.0,0.0,1.0,0.0,0.0,120.0
1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,102.0,179.5,141.5,-12.0,67.0,1014.0,-7.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,122.0
